,sn,res_u,eres_u,zcmb_u,st_u,B-V_u,m_u,ml_u,mu_u,sample_u,cal_u,res_B,eres_B,zcmb_B,st_B,B-V_B,m_B,ml_B,mu_B,sample_B,cal_B,res,eres,zcmb,st,B-V,m,ml,mu,sample,cal,res_V,eres_V,zcmb_V,st_V,B-V_V,m_V,ml_V,mu_V,sample_V,cal_V,res_r,eres_r,zcmb_r,st_r,B-V_r,m_r,ml_r,mu_r,sample_r,cal_r,res_i,eres_i,zcmb_i,st_i,B-V_i,m_i,ml_i,mu_i,sample_i,cal_i,res_Y,eres_Y,zcmb_Y,st_Y,B-V_Y,m_Y,ml_Y,mu_Y,sample_Y,cal_Y,res_J,eres_J,zcmb_J,st_J,B-V_J,m_J,ml_J,mu_J,sample_J,cal_J,res_H,eres_H,zcmb_H,st_H,B-V_H,m_H,ml_H,mu_H,sample_H,cal_H
121,SN2007N,0.6682731489639622,0.3681025922609871,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.1622859726515173,0.2919757135753784,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.1431071619753297,0.2928143926212589,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.1795061731042366,0.3020608813263584,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.1148265157203169,0.2823637348613977,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.2196619581004739,0.2735086233361626,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.1762663479948685,0.2287502921063376,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.2632080957928764,0.2830372306776282,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none,0.1427272887837958,0.2438991715503791,0.014,0.376,0.953,10.19,10.1,10.57,CSPI,none
122,SN2007S,-0.0693616754772747,0.3336469133487277,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,0.036808988210268,0.2737507216939591,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,0.0261440175340865,0.2732160065785304,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,0.026413648662988,0.2853441553060802,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,-0.0342861087209342,0.2674720060212296,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,-0.1033641263407716,0.2586664468282732,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,-0.045730316446388,0.2109003947666607,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,-0.0491388486483685,0.2649078827216873,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none,-0.0793090756574628,0.2307254629173787,0.0150233,1.186,0.366,9.98,9.63,10.16,CSPI,none
123,SN2007af,0.1852775700000037,0.059225463205942,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.2019252919999985,0.0554131148625108,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.0761200139999971,0.0532637982046486,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.1964482850000024,0.0520701689482529,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.18796283,0.0516718677326686,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.1795448370000052,0.051354485041004,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.1382282480000007,0.050838539993057,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.2058024740000057,0.0504651753240709,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c,0.1443692130000045,0.0505728314914589,0.00629,0.949,0.065,9.82,9.69,9.87,CSPI,c
124,SN2007ai,0.1335154777560703,0.2846706607817379,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,0.2026575674436159,0.2005569238883178,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,0.2034940227674226,0.1860214909344523,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,0.2048938968963369,0.2082576715283688,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,0.2027226245124112,0.1892666951636637,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,0.1073869378925778,0.1755778462231753,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,0.0277846107869876,0.1469196605780345,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,-0.0152046634150195,0.2031879109187751,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none,-0.0965008034240995,0.1748456640549619,0.0319867,1.223,0.183,9.91,9.76,10.18,CSPI,none
125,SN2007al,0.0394565367035042,0.3696843461136724,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.3263897463910439,0.3034616218481528,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.3249173217148566,0.3058462028800895,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.3538513558437586,0.3144277532492313,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.3163232834598375,0.29404016382657,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.2748523168400041,0.2856005377296435,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.3183785497343976,0.239847692417461,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.2770702355324133,0.2932525821591384,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none,0.0358995355233346,0.254404207544739,0.0132629,0.383,0.693,9.47,9.33,9.91,CSPI,none
126,SN2007as,-0.0044943383390005,0.300760314545471,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,-0.1442302246514444,0.2456121030015418,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,-0.1031997453276289,0.2414579078912068,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,-0.1477366391987189,0.2548004590180555,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,-0.1403602715826437,0.2379824154263619,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,-0.0045142142024801,0.2282116775256943,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,0.0113695706919187,0.1869502093909078,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,0.032464888489919,0.2403488103105595,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none,0.0602484364808475,0.2089360167936027,0.0178967,0.889,0.08,10.36,10.24,10.43,CSPI,none
127,SN2007ax,0.678958950563711,0.5262552974342293,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none,0.4510554002512563,0.4645747008365808,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none,0.4492842155750693,0.4837518018706242,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none,0.4874965697039783,0.484641588087661,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none,0.4746498973200488,0.4577663574830704,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none,0.4804923707002189,0.4503752807266915,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none,0.3767497235946209,0.3594409471936782,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none,,,,,,,,,,,0.3117925093835438,0.3802003175110192,0.0076367,0.353,0.682,10.23,10.13,10.29,CSPI,none
128,SN2007ba,-0.5617741615087724,0.2616098882701417,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.5067438818212224,0.1910568336900483,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.4992212364974264,0.1749295312971323,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.4924408173685037,0.1956999062204247,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.5380943147524277,0.1770309363618668,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.5200037363722743,0.1634179493190846,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.2953112184778774,0.1375882633377097,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.2653282226798694,0.195557924132676,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none,-0.3912839576889482,0.1798256475134639,0.0390533,0.568,0.327,10.99,10.9,11.06,CSPI,none
129,SN2007bc,-0.0793563833078181,0.2799112854024811,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,-0.0507520536202719,0.2225323951080012,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,-0.0171813582964546,0.2142569129746228,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,-0.0515781641675374,0.2301725915201315,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,-0.057660036551475,0.2137257417152968,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,-0.0717032831713169,0.2028293345488935,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,-0.0657254902769111,0.1679103691055097,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,0.0939251555210844,0.2219085197611774,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none,0.0585688955120176,0.1930409822795605,0.02185,0.907,0.033,10.73,10.65,10.78,CSPI,none
130,SN2007bd,-0.0257748303380935,0.2646824369423979,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,-0.0635432206505512,0.197831936170916,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,-0.061883245326733,0.1840728897221184,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,-0.062655011197819,0.2038040625704132,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,-0.0700360835817477,0.1858822092495025,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,-0.0031516502015875,0.1734928909172734,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,0.0291307826928246,0.1452817564590245,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,0.0958036684908094,0.2025445146152182,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none,0.1455827684817379,0.1764713203238802,0.0318267,0.917,-0.001,10.82,10.68,10.89,CSPI,none
131,SN2007bm,-0.3634220099884047,0.520674212274354,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.2964430663008528,0.4679842359562571,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.2207797569770448,0.4899547390662397,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.3179550858481406,0.4903970338579629,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.3443790432320597,0.4670020860673091,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.3967253808518904,0.460193741886892,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.1600529309575051,0.3684118672694299,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.2306572231595041,0.4280100147979447,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none,-0.1763650901685665,0.3796923714777812,0.00744,0.906,0.421,10.27,10.09,10.72,CSPI,none
132,SN2007ca,0.2573542298351157,0.3310907740689912,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.2911156295226647,0.2748653928184643,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.3342153948464741,0.2730572614105638,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.2785314739753843,0.2864984569873792,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.2747386765914612,0.2674340123705595,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.1796974749716255,0.2576246498256718,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.2137180528660209,0.2090674315539679,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.1920250086640109,0.2618190145529588,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none,0.0902772136549501,0.2285197723657588,0.01507,1.078,0.26,9.69,9.52,9.74,CSPI,none
133,SN2007cg,-0.6449565949068017,0.5369641809030792,0.0341676,1.07,0.684,10.37,10.33,10.43,CSPI,none,-0.4907572432192566,0.3283964434137834,0.0341676,1.07,0.684,10.37,10.33,10.43,CSPI,none,-0.4892355258954453,0.311386358309192,0.0341676,1.07,0.684,10.37,10.33,10.43,CSPI,none,-0.5239459107665354,0.3686274918290054,0.0341676,1.07,0.684,10.37,10.33,10.43,CSPI,none,-0.4912959881504619,0.2740628502785052,0.0341676,1.07,0.684,10.37,10.33,10.43,CSPI,none,-0.4538846777702972,0.2336775503604577,0.0341676,1.07,0.684,10.37,10.33,10.43,CSPI,none,-0.3020003238759017,0.1731728783381702,0.0341676,1.07,0.684,10.37,10.33,10.43,CSPI,none,,,,,,,,,,,,,,,,,,,,
134,SN2007hj,0.1968921142417414,0.3602827723564811,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.1566953239292843,0.3024302899715721,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.185536899253087,0.3059903852007796,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.1665169333819989,0.3152119674882931,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.1587788609980762,0.2971371185031636,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.1755118943782392,0.2894223794244016,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.1698061272726363,0.2406902269952394,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.1803298130706281,0.2978120266367151,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none,0.2249591130615584,0.2556131579995839,0.0128818,0.633,0.215,10.45,10.3,10.89,CSPI,none
135,SN2007hx,-0.1176139274822318,0.4348276834354994,0.0788733,1.006,0.214,10.55,10.45,10.62,CSPI,none,0.0153444162053091,0.2577239503662036,0.0788733,1.006,0.214,10.55,10.45,10.62,CSPI,none,0.0260731255291304,0.2466102260957896,0.0788733,1.006,0.214,10.55,10.45,10.62,CSPI,none,0.0046509966580359,0.2817205253634238,0.0788733,1.006,0.214,10.55,10.45,10.62,CSPI,none,0.1033560392741108,0.2137904846862449,0.0788733,1.006,0.214,10.55,10.45,10.62,CSPI,none,-0.0045978983457288,0.1906938265647624,0.0788733,1.006,0.214,10.55,10.45,10.62,CSPI,none,0.0098737515486675,0.1512433509356368,0.0788733,1.006,0.214,10.55,10.45,10.62,CSPI,none,,,,,,,,,,,,,,,,,,,,
136,SN2007jd,0.5000258392451329,0.4791131210898454,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,0.0459462729326887,0.2808381431893333,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,0.1217350722564916,0.2635088893304606,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,0.0410049383853987,0.3029873711427159,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,0.1434055060014856,0.2269899588642911,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,0.0937724833816417,0.2009778010100717,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,0.2780634282760417,0.1673926405856925,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,0.1154633060740479,0.2279044992634309,0.0719112,0.891,0.098,10.13,9.93,10.18,CSPI,none,,,,,,,,,,
137,SN2007jg,0.5085126188004949,0.2526100249985866,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,0.220555532488035,0.1885121565388453,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,0.2794608118118447,0.1727055057156084,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,0.2142213179407548,0.1938301818684636,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,0.2406206855568342,0.1774354264141505,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,0.246560542936983,0.1642425888967606,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,0.1980957278313937,0.1407824350298522,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,0.1619994456294051,0.1961530090555933,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none,-0.0552764063796828,0.1721019646376944,0.0365767,0.939,0.028,8.1,7.95,8.22,CSPI,none
138,SN2007le,0.3741564602874305,0.6623414933591512,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.3135948119749869,0.6120109291422269,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.3728715292987949,0.6459061195024209,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.2977896444277057,0.6422947760661758,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.3012370670437718,0.6116665594241377,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.377830877423932,0.606045426520397,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.4183317313183323,0.4818560920384741,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.4332165031163306,0.5500995167628757,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none,0.5014178321072542,0.490381932077912,0.0055233,1.02,0.292,9.85,9.71,10.16,CSPI,none
139,SN2007nq,-0.264039653014585,0.246987933346217,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.2080766593270411,0.1819147982153449,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.1978053000032247,0.1646700070500479,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.2024183538743216,0.1866674883350253,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.1598151862582426,0.1701342451999163,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.1801518488780757,0.1564667990749395,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.2209226239836752,0.1428610560205355,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.2590722661856759,0.2063381806635321,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none,-0.391014158194757,0.1744856419585756,0.0439033,0.769,0.056,11.21,11.15,11.28,CSPI,none
140,SN2007ol,0.2612957706262975,0.2943336240729293,0.054882,0.701,-0.063,9.82,9.71,9.93,CSPI,none,0.2304806443138431,0.2114365903549603,0.054882,0.701,-0.063,9.82,9.71,9.93,CSPI,none,0.18404188363764,0.1839736250908356,0.054882,0.701,-0.063,9.82,9.71,9.93,CSPI,none,0.2454316697665675,0.2177581551838604,0.054882,0.701,-0.063,9.82,9.71,9.93,CSPI,none,0.1866056373826339,0.1840347521431879,0.054882,0.701,-0.063,9.82,9.71,9.93,CSPI,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,SN2007on,-0.5699748077150844,0.6067150796668991,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.5383104940275381,0.5524416440510023,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.5299098147037213,0.5810942858321763,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.5162181085748152,0.5793858096895014,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.518839740958736,0.5514150216254358,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.5280874835785774,0.5461779536788546,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.5410410986841789,0.435201705561198,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.5646641808861794,0.5006699968702365,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none,-0.617108232895248,0.4453199437503802,0.0061833,0.589,0.115,11.04,10.78,11.45,CSPI,none
142,SN2007so,-0.3413406756802573,0.4447548429163319,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.1175378739927097,0.2652454495969328,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.1696627066689018,0.2714863794178384,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.1172466165399797,0.2797258026294036,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.0728415689239128,0.2290707632027274,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.2787251835437629,0.2028946051987362,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.3287978546493519,0.159750568667312,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.9131142328513562,0.2250500075885725,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none,-0.3623326288604289,0.1863921935284745,0.0289285,0.925,0.014,10.97,10.89,11.07,CSPI,none
143,SN2007sr,0.0724499700000009,0.2904005442242703,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,0.0742371320000003,0.231868895684985,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,-0.0226707059999995,0.1836111688546546,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,0.0645074850000035,0.1659557461385658,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,0.1519204300000005,0.14756896679118,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,0.2520230770000005,0.1382288592180976,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,0.3076732080000042,0.1171165193658038,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,0.356250954,0.1224289355563993,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c,0.4058649729999999,0.1055798524435673,0.0066557,0.989,0.159,10.05,9.85,10.17,CSPI,c
144,SN2007st,-0.4871732390684968,0.4757352039607851,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.3374262693809484,0.3107088380414621,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.2707329340571505,0.3075288815539788,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.3423912199282384,0.33078941444332,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.3191656923121542,0.2656252570214371,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.3904580989319939,0.2466800685487376,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.3096169860376037,0.1927291006264277,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.5623432202395904,0.2541312645429143,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none,-0.0715328002486757,0.2086777346364097,0.0206508,0.863,0.149,10.95,10.85,11.4,CSPI,none
145,SN2007ux,-0.0399898007485219,0.2558246996776099,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,-0.0553778010609704,0.1942855801667573,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,-0.029277435737157,0.1801952452852237,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,-0.0449580566082516,0.1999032894673923,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,0.0028126460078254,0.1836640270163922,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,-0.0215624556120133,0.170898565586268,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,0.05283342228239,0.1449635177098892,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,-0.0062198219196147,0.2004198717046208,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none,0.0071620830713072,0.1716020768709302,0.031996,0.628,0.21,10.3,10.23,10.34,CSPI,none
146,SN2008C,-0.036485642001196,0.4605477309068878,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,-0.0469736323136515,0.3144591061803444,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,-0.0339472569898404,0.3150328805087722,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,-0.0557328228609321,0.3384785094711742,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,-0.0624848952448502,0.2810022050804361,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,-0.0766370618646803,0.2647689630698936,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,0.0065975710297081,0.2011146794156532,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,0.0196716568277111,0.262706770598097,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none,0.1585705568186384,0.2190877693043846,0.0170667,0.967,0.167,10.49,10.35,10.55,CSPI,none
147,SN2008O,0.2625822538941165,0.2657692825964398,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.0541656264183316,0.189384340798004,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.0037891410945221,0.1725264512659843,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.0540196019656278,0.1949966552743952,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.1124806993495397,0.1772322823267297,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.1063510809693681,0.1646600964531077,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.0488126430749815,0.1405163355876248,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.0400749272769687,0.2005538366392382,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none,-0.0186145822860552,0.1741896495897576,0.039318,0.688,0.313,11.33,11.12,11.59,CSPI,none
148,SN2008R,0.0726029369903074,0.3545398326824965,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,0.0908158166778534,0.302527443972842,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,0.086019062001668,0.3061779884739351,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,0.1072102811305839,0.3152116896658332,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,0.0848457837466512,0.2965077062795257,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,0.0592559621268193,0.2882065013687058,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,0.0700972800212085,0.2394922326453855,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,-0.0045729241807919,0.2961653742764526,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none,0.0515415408101347,0.2541994272119039,0.0128867,0.632,0.12,11.25,11.07,11.31,CSPI,none
149,SN2008ar,0.0947373224796734,0.26583142141407,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,-0.0267684538327657,0.2044668137716597,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,-0.0143558645089498,0.1927685351477744,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,-0.0279516533800432,0.2111009388935082,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,-0.0498323107639677,0.1944128305146768,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,-0.0130684683838069,0.1825021265517939,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,0.1047391215105904,0.152498990353568,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,0.1191020693086031,0.2080002283688296,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none,-0.0187369377004742,0.1803677082686186,0.0272474,0.976,0.008,10.21,10.11,10.28,CSPI,none
